ENSG00000000419	DPM1	protein_coding	chr20	50934867	50958555	True	Homo sapiens
ENSG00000000457	SCYL3	protein_coding	chr1	169849631	169894267	True	Homo sapiens
ENSG00000000460	C1orf112	protein_coding	chr1	169662007	169854080	True	Homo sapiens
ENSG00000000938	FGR	protein_coding	chr1	27612064	27635277	True	Homo sapiens
ENSG00000000971	CFH	protein_coding	chr1	196651878	196747504	True	Homo sapiens
ENSG00000001036	FUCA2	protein_coding	chr6	143494811	143511690	True	Homo sapiens
ENSG00000001084	GCLC	protein_coding	chr6	53497341	53616970	True	Homo sapiens
ENSG00000001167	NFYA	protein_coding	chr6	41072945	41099976	True	Homo sapiens
ENSG00000001460	STPG1	protein_coding	chr1	24356999	24416934	True	Homo sapiens
ENSG00000001461	NIPAL3	protein_coding	chr1	24415794	24472976	True	Homo sapiens
ENSG00000001497	LAS1L	protein_coding	chrX	65512582	65534775	True	Homo sapiens
ENSG00000001561	ENPP4	protein_coding	chr6	46129993	46146699	True	Homo sapiens
ENSG00000001617	SEMA3F	protein_coding	chr3	50155045	50189075	True	Homo sapiens
ENSG00000001626	CFTR	protein_coding	chr7	117465784	117715971	True	Homo sapiens
ENSG00000001629	ANKIB1	protein_coding	chr7	92246234	92401384	True	Homo sapiens
ENSG00000001630	CYP51A1	protein_coding	chr7	92112151	92142952	True	Homo sapiens
ENSG00000001631	KRIT1	protein_coding	chr7	92198969	92246166	True	Homo sapiens
ENSG00000002016	RAD52	protein_coding	chr12	912077	990053	True	Homo sapiens
ENSG00000002079	MYH16	transcribed_unitary_pseudogene	chr7	99238829	99311130	True	Homo sapiens
ENSG00000002330	BAD	protein_coding	chr11	64269830	64284704	True	Homo sapiens
ENSG00000002549	LAP3	protein_coding	chr4	17577192	17607972	True	Homo sapiens
ENSG00000002586	CD99	protein_coding	chrX	2691179	2741309	True	Homo sapiens
ENSG00000002586_PAR_Y	CD99	protein_coding	chrY	2691179	2741309	True	Homo sapiens
ENSG00000002587	HS3ST1	protein_coding	chr4	11393150	11429765	True	Homo sapiens
ENSG00000002726	AOC1	protein_coding	chr7	150824627	150861504	True	Homo sapiens
ENSG00000002745	WNT16	protein_coding	chr7	121325367	121341104	True	Homo sapiens
ENSG00000002746	HECW1	protein_coding	chr7	43112599	43566001	True	Homo sapiens
ENSG00000002822	MAD1L1	protein_coding	chr7	1815793	2233243	True	Homo sapiens
ENSG00000002834	LASP1	protein_coding	chr17	38869859	38921770	True	Homo sapiens
ENSG00000002919	SNX11	protein_coding	chr17	48103357	48123074	True	Homo sapiens
ENSG00000002933	TMEM176A	protein_coding	chr7	150800403	150805120	True	Homo sapiens
ENSG00000003056	M6PR	protein_coding	chr12	8940363	8949955	True	Homo sapiens
ENSG00000003096	KLHL13	protein_coding	chrX	117897813	118117340	True	Homo sapiens
ENSG00000003137	CYP26B1	protein_coding	chr2	72129238	72148038	True	Homo sapiens
ENSG00000003147	ICA1	protein_coding	chr7	8113184	8262687	True	Homo sapiens
ENSG00000003249	DBNDD1	protein_coding	chr16	90004865	90020128	True	Homo sapiens
ENSG00000003393	ALS2	protein_coding	chr2	201700554	201781189	True	Homo sapiens
ENSG00000003400	CASP10	protein_coding	chr2	201182881	201229406	True	Homo sapiens
ENSG00000003402	CFLAR	protein_coding	chr2	201116104	201176687	True	Homo sapiens
ENSG00000003436	TFPI	protein_coding	chr2	187464230	187565760	True	Homo sapiens
ENSG00000003509	NDUFAF7	protein_coding	chr2	37231631	37253403	True	Homo sapiens
ENSG00000003756	RBM5	protein_coding	chr3	50088908	50119021	True	Homo sapiens
ENSG00000003987	MTMR7	protein_coding	chr8	17298030	17413528	True	Homo sapiens
ENSG00000003989	SLC7A2	protein_coding	chr8	17497088	17570573	True	Homo sapiens
ENSG00000004059	ARF5	protein_coding	chr7	127588345	127591705	True	Homo sapiens
ENSG00000004139	SARM1	protein_coding	chr17	28364356	28404049	True	Homo sapiens
ENSG00000004142	POLDIP2	protein_coding	chr17	28347177	28357522	True	Homo sapiens
ENSG00000004399	PLXND1	protein_coding	chr3	129555175	129606818	True	Homo sapiens
ENSG00000004455	AK2	protein_coding	chr1	33007940	33080996	True	Homo sapiens
ENSG00000004468	CD38	protein_coding	chr4	15778275	15853230	True	Homo sapiens
ENSG00000004478	FKBP4	protein_coding	chr12	2794953	2805423	True	Homo sapiens
ENSG00000004487	KDM1A	protein_coding	chr1	23019448	23083689	True	Homo sapiens
ENSG00000004534	RBM6	protein_coding	chr3	49940007	50100045	True	Homo sapiens
ENSG00000004660	CAMKK1	protein_coding	chr17	3860315	3894891	True	Homo sapiens
ENSG00000004700	RECQL	protein_coding	chr12	21468911	21501669	True	Homo sapiens
ENSG00000004766	VPS50	protein_coding	chr7	93232340	93361121	True	Homo sapiens
ENSG00000004776	HSPB6	protein_coding	chr19	35754569	35758079	True	Homo sapiens
ENSG00000004777	ARHGAP33	protein_coding	chr19	35774532	35788822	True	Homo sapiens
ENSG00000004779	NDUFAB1	protein_coding	chr16	23581002	23596356	True	Homo sapiens
ENSG00000004799	PDK4	protein_coding	chr7	95583499	95596491	True	Homo sapiens
ENSG00000004809	SLC22A16	protein_coding	chr6	110424687	110476641	True	Homo sapiens
ENSG00000004838	ZMYND10	protein_coding	chr3	50341110	50346852	True	Homo sapiens
ENSG00000004846	ABCB5	protein_coding	chr7	20615207	20777038	True	Homo sapiens
ENSG00000004848	ARX	protein_coding	chrX	25003694	25016420	True	Homo sapiens
ENSG00000004864	SLC25A13	protein_coding	chr7	96120220	96322147	True	Homo sapiens
ENSG00000004866	ST7	protein_coding	chr7	116953238	117230103	True	Homo sapiens
ENSG00000004897	CDC27	protein_coding	chr17	47117703	47189422	True	Homo sapiens
ENSG00000004939	SLC4A1	protein_coding	chr17	44248385	44268141	True	Homo sapiens
ENSG00000004948	CALCR	protein_coding	chr7	93424487	93574730	True	Homo sapiens
ENSG00000004961	HCCS	protein_coding	chrX	11111301	11123078	True	Homo sapiens
ENSG00000004975	DVL2	protein_coding	chr17	7225341	7234545	True	Homo sapiens
ENSG00000005001	PRSS22	protein_coding	chr16	2852727	2858170	True	Homo sapiens
ENSG00000005007	UPF1	protein_coding	chr19	18831938	18868236	True	Homo sapiens
ENSG00000005020	SKAP2	protein_coding	chr7	26667062	26995239	True	Homo sapiens
ENSG00000005022	SLC25A5	protein_coding	chrX	119468400	119471319	True	Homo sapiens
ENSG00000005059	MCUB	protein_coding	chr4	109560205	109688726	True	Homo sapiens
ENSG00000005073	HOXA11	protein_coding	chr7	27181510	27185223	True	Homo sapiens
ENSG00000005075	POLR2J	protein_coding	chr7	102473118	102478907	True	Homo sapiens
ENSG00000005100	DHX33	protein_coding	chr17	5440912	5469060	True	Homo sapiens
ENSG00000005102	MEOX1	protein_coding	chr17	43640388	43661954	True	Homo sapiens
ENSG00000005108	THSD7A	protein_coding	chr7	11370357	11832198	True	Homo sapiens
ENSG00000005156	LIG3	protein_coding	chr17	34980494	35009743	True	Homo sapiens
ENSG00000005175	RPAP3	protein_coding	chr12	47661249	47706061	True	Homo sapiens
ENSG00000005187	ACSM3	protein_coding	chr16	20610243	20797581	True	Homo sapiens
ENSG00000005189	REXO5	protein_coding	chr16	20806429	20849668	True	Homo sapiens
ENSG00000005194	CIAPIN1	protein_coding	chr16	57428169	57447528	True	Homo sapiens
ENSG00000005206	SPPL2B	protein_coding	chr19	2328615	2354806	True	Homo sapiens
ENSG00000005238	FAM214B	protein_coding	chr9	35104112	35116341	True	Homo sapiens
ENSG00000005243	COPZ2	protein_coding	chr17	48026167	48038030	True	Homo sapiens
ENSG00000005249	PRKAR2B	protein_coding	chr7	107044649	107161811	True	Homo sapiens
